listing_id,name,description,neighborhood_overview,host_id,host_name,host_since,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
679537782747917169,Lovely 1 bedroom flat in heart of Camden Town,"We are pleasant to offer this amazing 1 bedroom flat located in Camden Town, just few minutes away from Camden train station, tube station is just 10 minutes down the road, flat is just 5 minutes away from famous Camden market, restaurants, pubs, grand union canal many more just around the corner.",Not provided,394976516,host_347,2021-03-31,f,Camden,51.54046510111569,-0.1358556881201081,Entire serviced apartment,Entire home/apt,4,1.5,1.5 baths,1.0,2.0,"[""Toaster"", ""Shampoo"", ""Waterfront"", ""Coffee maker: Nespresso"", ""Wifi"", ""Cleaning products"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Extra pillows and blankets"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Laundromat nearby"", ""Security cameras on property"", ""Bathtub"", ""Stove"", ""Wine glasses"", ""Board games"", ""Body soap"", ""Central heating"", ""Bed linens"", ""Baby bath"", ""Microwave"", ""Private entrance"", ""Lockbox"", ""Canal view"", ""HDTV with Chromecast"", ""Essentials"", ""Freezer"", ""Ceiling fan"", ""Iron"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Air conditioning"", ""Coffee"", ""Smoke alarm"", ""First aid kit"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Dining table"", ""Ethernet connection"", ""Conditioner"", ""Drying rack for clothing"", ""Oven"", ""Free washer \u2013 In unit""]",$350.00,2,1125,29,59,89,179,8,0,0,2022-08-10,2022-09-11,4.63,4.88,4.63,4.88,4.75,4.88,4.63,f,1,1,0,0,0.41
679577016618538903,Cosy Studios with Balcony facing Portobello Road,"Moments from Holland Park and Notting Hill. The Portobello Serviced Apartments  – lively and lined with trendy independent shops, bars and restaurants. It’s no wonder that Portobello is so popular! Perfect for any length of stay, these apartments offer an affordable and pleasant home away from home in London. Discover your ideal London getaway in our modern flats within a charming period building","Nestled in the trendy London district of Notting Hill, Portobello is home to one London’s (and the world’s) most iconic and famous markets. Today buzzing with pubs, restaurants and a diverse range of communities, Portobello Road went from being a run-down and shabby working class district to being affluent, fashionable and one of the most desirable areas to live in the capital with its famous streets, vibrant, multicultural and buzzing with energy and excitement. It is set to continue as one of London’s ‘must-see’ destinations",124359784,host_160,2017-04-05,f,Kensington and Chelsea,51.5118,-0.20228,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Room-darkening shades"", ""Shampoo"", ""Mini fridge"", ""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""TV"", ""Clothing storage"", ""Stove"", ""Wine glasses"", ""Body soap"", ""Bed linens"", ""Single level home"", ""Microwave"", ""Lockbox"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Iron"", ""Hangers"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Coffee"", ""Smoke alarm"", ""Long term stays allowed"", ""Cooking basics"", ""Hair dryer"", ""Dining table""]",$145.00,3,365,6,17,36,218,11,8,1,2022-08-23,2024-03-06,4.73,4.73,5.0,4.73,4.91,5.0,4.27,t,117,117,0,0,0.57
679711583712820289,Stunning double studio in London,You’ll love the stylish decor of this charming place to stay. En-suite studio with its own bathroom and fully equipped kitchenette. The property is located about 2.4 miles from Wembley Arena.,Not provided,471425486,host_346,2022-07-25,t,Brent,51.56683,-0.22764,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Toaster"", ""Induction stove"", ""Room-darkening shades"", ""Shampoo"", ""Wifi"", ""Cleaning products"", ""Fire extinguisher"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""42\"" HDTV"", ""Shower gel"", ""Window guards"", ""Clothing storage: closet"", ""Body soap"", ""Bed linens"", ""Microwave"", ""Lockbox"", ""Central air conditioning"", ""Essentials"", ""Safe"", ""Freezer"", ""Elevator"", ""Iron"", ""Refrigerator"", ""Hangers"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Coffee"", ""Smoke alarm"", ""Long term stays allowed"", ""Cooking basics"", ""Hair dryer"", ""Conditioner""]",$80.00,1,365,24,45,75,349,31,20,3,2022-08-13,2024-03-04,4.58,4.58,4.77,4.65,4.52,4.29,4.52,t,3,3,0,0,1.59
678726897434651308,Lovely Studio Apartment in South Kensington,"Indulge in a stylish experience at our centrally-located studio apartment, nestled on Drayton Gardens, South Kensington. Perfect for two, this self-contained and private space offers a seamless blend of comfort and convenience, making it an ideal choice for your London stay.",Not provided,36818617,host_121,2015-06-26,f,Kensington and Chelsea,51.48724,-0.17973,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Carbon monoxide alarm"", ""Essentials"", ""Shampoo"", ""TV"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""First aid kit"", ""Refrigerator"", ""Cooking basics"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Heating"", ""Kitchen"", ""Hot water"", ""Hangers""]",$81.00,3,1125,3,27,57,147,68,40,2,2022-08-10,2024-03-04,4.47,4.59,4.37,4.88,4.85,4.82,4.25,t,34,32,2,0,3.46
678741465719726168,40%OFF*Weekly*9Min-Central*Family*Leisure,"✉ ✉<br /><br />✉ Last Minutes, Instant Book, Weekly Bookings - 40% OFF Available. 9 Minutes to the Central<br />🏳 🏳<br /><br />🗝 1 Bedroom Apartment<br />🗝 Sleeps Up to 4 Guests<br />🗝 Bedroom 1 - 1 Double Bed<br />🗝 Common Area - 2 Sofa Beds <br />🗝 Free WiFi<br />🗝 Professionally Cleaned<br />🗝 Fully Equipped Kitchen<br /><br />★ If you have any questions, please message us ★<br />This unique place has a style all its own.",Not provided,427107226,host_348,2021-10-12,f,Tower Hamlets,51.52619,-0.02862,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Coffee maker: Nespresso"", ""Wifi"", ""Fire extinguisher"", ""Dishes and silverware"", ""Self check-in"", ""Extra pillows and blankets"", ""Kitchen"", ""50\"" HDTV with Netflix"", ""Wine glasses"", ""Central heating"", ""Bed linens"", ""Free parking on premises"", ""Portable fans"", ""Microwave"", ""Lockbox"", ""Essentials"", ""Clothing storage: dresser"", ""Freezer"", ""Iron"", ""Refrigerator"", ""Hangers"", ""Dryer"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Air conditioning"", ""Coffee"", ""Smoke alarm"", ""Long term stays allowed"", ""Electric stove"", ""First aid kit"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Dining table"", ""Free washer \u2013 In unit""]",$144.00,7,365,23,53,83,83,15,7,1,2022-08-04,2024-03-17,4.53,4.53,4.33,4.53,4.67,4.73,4.6,t,11,11,0,0,0.76
678760929441224690,Charming studio with double bed + single sofa bed,You’ll love the stylish decor of this charming place to stay. En-suite studio with its own bathroom and fully equipped kitchenette. The property is located about 2.4 miles from Wembley Arena.,Not provided,471425486,host_346,2022-07-25,t,Brent,51.5663115,-0.2266257,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Toaster"", ""Induction stove"", ""Room-darkening shades"", ""Shampoo"", ""Wifi"", ""Cleaning products"", ""Fire extinguisher"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""42\"" HDTV"", ""Shower gel"", ""Window guards"", ""Clothing storage: closet"", ""Body soap"", ""Central heating"", ""Bed linens"", ""Microwave"", ""Lockbox"", ""Central air conditioning"", ""Essentials"", ""Safe"", ""Freezer"", ""Elevator"", ""Iron"", ""Refrigerator"", ""Hangers"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Coffee"", ""Smoke alarm"", ""Long term stays allowed"", ""Cooking basics"", ""Hair dryer"", ""Conditioner""]",$92.00,1,365,29,54,84,359,9,4,1,2022-08-07,2024-02-26,4.56,4.67,4.78,4.78,4.56,4.22,4.44,t,3,3,0,0,0.46
683981362082563540,Lovely flat in Kensington,"A lovely flat very centrally located in Kensington. <br /><br />Walking distance to Kensington Palace, Natural History Museum and Victoria Albert Hall, three different tube stations and grocery stores. <br /><br />You’ll have a private room with a private bathroom for your own use. <br /><br />I’m here to help you anytime with any questions you might have while visiting London.<br /><br />The flat is shared with a host (it’s a 2 bedroom 2 bathroom, so you get your own bedroom and bathroom) .",Not provided,327638290,host_349,2020-01-15,f,Kensington and Chelsea,51.49878232261388,-0.1939534420253864,Private room in serviced apartment,Private room,2,1.0,1 bath,1.0,1.0,"[""Cleaning products"", ""Luggage dropoff allowed"", ""Oven"", ""Smoke alarm"", ""Central heating"", ""Hair dryer"", ""Bed linens"", ""Safe"", ""Kitchen"", ""TV"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Hot water"", ""Cooking basics"", ""Refrigerator"", ""Long term stays allowed"", ""Wifi"", ""Essentials""]",$129.00,2,27,27,43,73,73,11,11,0,2023-06-04,2023-11-21,4.82,4.82,4.82,5.0,5.0,5.0,4.82,f,1,0,1,0,1.13
682038916499602813,Garland Modern 4 Bedroom Central Apartment London,"Style, Space, Comfort, Central & Family Friendly. This 4 Bedroom Apartment ticks all the right boxes. Stylish furnishing. Enjoy a pleasant experience at this centrally-located place with proximity to shops & transport. From great Netflix entertainment on the large Flat screen 4k TV, unlimited music on smart speaker, comfortable 5000 pocket spring beds, fully equipped big Kitchen, Stylish family dining & Skylight Windows, this is a comfortable home away from home. ONLY 25 YEARS AND ABOVE CAN BOOK","Finchley is a large district of north London, England, in the London Borough of Barnet. Finchley is on high ground, 11 km (6.8 mi) north of Charing Cross. Nearby districts include: Golders Green, Muswell Hill, Friern Barnet, Whetstone, Mill Hill and Hendon.<br /><br />Going out<br /><br />Eating: Finchley is a centre of culinary delights with restaurants serving food from every region and culture, and it’s never difficult to find a kosher or halal eatery. Meat eaters love the chicken dansak at Bengal Bertie's, while the Greek Genzo is regularly named one of the best restaurants in East Finchley. For more traditional British fare, try the Two Brothers fish restaurant.<br /><br />Drinking: The Old White Lion pub is perfect for a pint or two after a walk on Hampstead Heath, offering a selection of real ales as well as excellent pub grub. In summer, the garden at gastropub The Bald Faced Stag is filled with locals. A must visit is The Bohemia, a London Brewing Company brew pub that makes u",143985029,host_280,2017-08-02,f,Barnet,51.60888,-0.1778,Entire serviced apartment,Entire home/apt,8,2.0,2 baths,4.0,8.0,"[""Crib"", ""Wifi"", ""Dishes and silverware"", ""Heating"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Kitchen"", ""TV"", ""Security cameras on property"", ""Backyard"", ""Indoor fireplace"", ""Iron"", ""Refrigerator"", ""Patio or balcony"", ""Smart lock"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""First aid kit"", ""Dedicated workspace"", ""Hair dryer"", ""Free washer \u2013 In unit""]",$312.00,4,365,20,46,76,345,4,2,0,2022-08-29,2023-07-19,4.75,4.75,4.75,5.0,5.0,4.75,4.75,t,16,16,0,0,0.21
685483943760559540,Roof terrace kingbed studio flat near station,"Located between Central London and Canary Wharf, this open-plan studio apartment is less than a minute's walk from Limehouse station. The private terrace is the ideal setting for a relaxing evening or an early breakfast. This apartment will give you access to the real London experience. Tower Bridge, City Airport, Tower Hill and routes into Central London are all in close proximity. Whether you're relaxing, working or enjoying a city break, this fully kitted home will be the perfect place to be.",A vibrant and busy London neighbourhood conveniently located with amenities on your doorstep so helpful for short as well as longer stays. Great for transport links.,261855959,host_350,2019-05-14,t,Tower Hamlets,51.51148,-0.04186,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Toaster"", ""Room-darkening shades"", ""Shampoo"", ""Wifi"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Self check-in"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Hot water"", ""Kitchen"", ""Baking sheet"", ""Shower gel"", ""Laundromat nearby"", ""Security cameras on property"", ""Clothing storage: closet"", ""Wine glasses"", ""Bed linens"", ""Portable fans"", ""Microwave"", ""Private patio or balcony"", ""Lockbox"", ""Essentials"", ""Outdoor furniture"", ""Paid street parking off premises"", ""Freezer"", ""Iron"", ""Refrigerator"", ""Hangers"", ""Outdoor dining area"", ""Coffee"", ""Smoke alarm"", ""HDTV with Netflix"", ""Long term stays allowed"", ""Electric stove"", ""Cooking basics"", ""Hair dryer"", ""Dining table"", ""Conditioner"", ""Drying rack for clothing"", ""Oven"", ""Books and reading material""]",$145.00,5,90,30,60,82,82,67,48,0,2022-08-08,2024-02-05,4.84,4.82,4.88,4.91,4.96,4.43,4.61,t,8,8,0,0,3.4
684619427893980718,Lower Ground Studio in Notting Hill,"Moments from Notting Hill and a quick walk from Holland Park, our Lower Ground Studio in Notting Hill is equipped with modern amenities. Perfect for any length of stay, these apartments offer an affordable and pleasant home away from home in London. Discover your ideal London getaway in our modern flats within a charming period building","This area of West London is well known for its cosmopolitan ambience of cafes, boutique shops and busy Portobello Road Market, whilst after dark its buzzing nightlife with an abundance of bars and restaurants takes over.<br /> Around the corner from Holland Park, and Kensingtons shopping, and easy access to London's best sights, it's an ideal spot for those wanting to experience the city's vibrant lifestyle",124359784,host_160,2017-04-05,f,Kensington and Chelsea,51.51338,-0.20651,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Room-darkening shades"", ""Shampoo"", ""Mini fridge"", ""Wifi"", ""Paid dryer \u2013 In building"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""TV"", ""Clothing storage"", ""Stove"", ""Wine glasses"", ""Body soap"", ""Bed linens"", ""Single level home"", ""Microwave"", ""Portable fans"", ""Lockbox"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Iron"", ""Hangers"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Long term stays allowed"", ""Hair dryer""]",$120.00,3,365,13,26,42,211,6,2,0,2022-09-08,2024-02-05,4.67,4.33,4.33,3.5,4.5,4.83,4.33,t,117,117,0,0,0.32
684636558628458492,Excellent studio in the hear of Notting HIll,"Moments from Notting Hill and a quick walk from Holland Park, our Modern Studio in Notting Hill is equipped with modern amenities. Perfect for any length of stay, these apartments offer an affordable and pleasant home away from home in London. If you are looking for an effortless accommodation where you have full access to your own private bathroom and private kitchenette to prepare your own meals then this might be what you need","This area of West London is well known for its cosmopolitan ambience of cafes, boutique shops and busy Portobello Road Market, whilst after dark its buzzing nightlife with an abundance of bars and restaurants takes over.<br /> Around the corner from Holland Park, and Kensingtons shopping, and easy access to London's best sights, it's an ideal spot for those wanting to experience the city's vibrant lifestyle",124359784,host_160,2017-04-05,f,Kensington and Chelsea,51.51469,-0.20659,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Room-darkening shades"", ""Shampoo"", ""Mini fridge"", ""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""TV"", ""Clothing storage"", ""Stove"", ""Wine glasses"", ""Body soap"", ""Bed linens"", ""Single level home"", ""Microwave"", ""Portable fans"", ""Lockbox"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Iron"", ""Hangers"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Long term stays allowed"", ""Hair dryer""]",$129.00,3,365,25,50,80,278,12,8,0,2022-11-21,2023-10-15,3.83,4.25,4.83,4.75,4.25,4.58,3.67,t,117,117,0,0,0.74
683154647569876768,Roomy Studio • Mezzanine,"Bob W’s apartments are the smart alternative to hotels and random rentals. Get everything you need to live, work and play: fully equipped kitchens, keyless access, fast WiFi, smart TVs, local gym access, 24/7 support, regular professional cleaning and more. Stay in Spitalfields, London just down the street from Spitalfields Market. Inside you’ll find interiors inspired by the neighborhood, local furniture and art. Every night is climate-neutral and fully carbon offset.","Spitalfields is a multicultural melting pot in the heart of London. In the shadow of The City of London’s iconic skyscrapers, you’ll find Spitalfields Market, Brick Lane’s curry houses and vintage shops, and colourful street art. Spitalfields is easily accessible via transport hubs like Liverpool Street Station and Aldgate, and lots of attractions are within walking distance, including trendy Shoreditch, the Tower of London, and Tower Bridge.",469570686,host_336,2022-07-15,t,Tower Hamlets,51.51709959999999,-0.0735808,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Toaster"", ""Room-darkening shades"", ""Shampoo"", ""Coffee maker: french press"", ""Wifi"", ""Cleaning products"", ""Standalone high chair - available upon request"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Keypad"", ""TV"", ""Clothing storage"", ""Stove"", ""Wine glasses"", ""Body soap"", ""Crib - available upon request"", ""Central heating"", ""Bed linens"", ""Microwave"", ""Essentials"", ""Freezer"", ""Iron"", ""Game console"", ""Shared gym nearby"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee"", ""Exercise equipment: yoga mat"", ""Smoke alarm"", ""Long term stays allowed"", ""First aid kit"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Dining table"", ""Drying rack for clothing"", ""Oven"", ""Free washer \u2013 In unit""]",$258.00,1,365,18,36,62,322,40,5,0,2022-09-16,2023-10-23,4.95,4.9,4.98,4.95,4.98,4.95,4.85,t,3,3,0,0,2.17
683156886423464552,"Homey Apartment • 1 Bedroom, En Suite","Bob W’s apartments are the smart alternative to hotels and random rentals. Get everything you need to live, work and play: fully equipped kitchens, keyless access, fast WiFi, smart TVs, local gym access, 24/7 support, regular professional cleaning and more. Stay in Spitalfields, London just down the street from Spitalfields Market. Inside you’ll find interiors inspired by the neighborhood, local furniture and art. Every night is climate-neutral and fully carbon offset.","Spitalfields is a multicultural melting pot in the heart of London. In the shadow of The City of London’s iconic skyscrapers, you’ll find Spitalfields Market, Brick Lane’s curry houses and vintage shops, and colourful street art. Spitalfields is easily accessible via transport hubs like Liverpool Street Station and Aldgate, and lots of attractions are within walking distance, including trendy Shoreditch, the Tower of London, and Tower Bridge.",469570686,host_336,2022-07-15,t,Tower Hamlets,51.51709959999999,-0.0735808,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Central heating"", ""Washer"", ""Toaster"", ""Dining table"", ""Cooking basics"", ""Refrigerator"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Kitchen"", ""Body soap"", ""TV"", ""Crib - available upon request"", ""Stove"", ""Dedicated workspace"", ""Coffee"", ""Keypad"", ""Freezer"", ""Coffee maker: french press"", ""Wine glasses"", ""Shower gel"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hangers"", ""Iron"", ""Shared gym nearby"", ""Standalone high chair - available upon request"", ""Hot water"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Oven"", ""Exercise equipment: yoga mat"", ""Self check-in"", ""First aid kit"", ""Fire extinguisher"", ""Bed linens"", ""Drying rack for clothing"", ""Clothing storage"", ""Game console"", ""Microwave"", ""Shampoo"", ""Smoke alarm""]",$290.00,1,365,7,22,37,299,17,1,0,2022-09-17,2023-10-01,4.88,4.88,4.88,4.71,5.0,4.94,4.76,t,3,3,0,0,0.92
685593790829115506,One Bedroom West Kensington London W14 Street View,"Located on the second floor overlooking the local streets, it can comfortably accommodate up to two people. The smoke-free property features a living room, a bedroom with wardrobe, a bathroom, and a open plan kitchen.<br /><br />The living room is equipped with a sofa Bed . The kitchen is fully fitted with modern appliances. The master bedroom comes complete with a King size zip and link bed. The apartment also features a bathroom equipped with a bathtub with an overhead shower.",Not provided,20579922,host_305,2014-08-26,f,Hammersmith and Fulham,51.49029,-0.2081,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Carbon monoxide alarm"", ""Pets allowed"", ""TV"", ""Security cameras on property"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Dedicated workspace"", ""Smoking allowed"", ""Kitchen""]",$150.00,4,365,10,10,10,38,2,0,0,2022-10-25,2023-03-18,5.0,5.0,4.5,5.0,4.5,4.5,4.5,f,11,11,0,0,0.12
685615055991804455,2 bedroom central apartment near station,"Located between Central London and Canary Wharf, this 2 bedroom apartment is less than a minute’s walk from Limehouse station. Get the real London experience by visiting conveniently located cafes, restaurants and tourist attractions. The Thames, Tower Bridge, City Airport, Excel, Gordon Ramsay’s The Narrow and routes into Central London are all in very close proximity. Whether you're relaxing, working or exploring the city, this fully kitted home will provide the perfect place for your stay.",Feel the hustle and bustle of London in this busy and vibrant community,261855959,host_350,2019-05-14,t,Tower Hamlets,51.51201,-0.03972,Entire serviced apartment,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Toaster"", ""Room-darkening shades"", ""Shampoo"", ""Wifi"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Self check-in"", ""Extra pillows and blankets"", ""Kitchen"", ""Hot water"", ""Baking sheet"", ""Shower gel"", ""Keypad"", ""TV"", ""Security cameras on property"", ""Clothing storage: closet"", ""Wine glasses"", ""Board games"", ""Bed linens"", ""Portable fans"", ""Microwave"", ""Private patio or balcony"", ""Essentials"", ""Outdoor furniture"", ""Paid street parking off premises"", ""Freezer"", ""Washer"", ""Iron"", ""Refrigerator"", ""Hangers"", ""Outdoor dining area"", ""Coffee"", ""Smoke alarm"", ""Long term stays allowed"", ""Electric stove"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Dining table"", ""Drying rack for clothing"", ""Oven""]",$208.00,5,90,13,43,56,56,90,48,1,2022-08-10,2024-03-05,4.77,4.84,4.89,4.87,4.99,4.36,4.63,t,8,8,0,0,4.58
684792642410492159,Spacious Studio Apartment in Zone 1 near Holborn,Our lovely quiet private student accommodation is back for another summer.<br />The 128 room apartment is located in heart of diamond jewellery Hatton Gardens. The property is only open during the summer months as its a private student accommodation while the students are away for the summer.  Which is 2 mins to Farringdon Station 5 mins walk to Chancery Lane Station and a 12 mins walk to Holborn station. You can be anywhere in Central London within ease!,Not provided,446421145,host_275,2022-02-22,f,Camden,51.52079426141361,-0.1064478171244314,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Toaster"", ""Shampoo"", ""Mini fridge"", ""Wifi"", ""Cleaning products"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Laundromat nearby"", ""Clothing storage"", ""Ping pong table"", ""Backyard"", ""Stove"", ""Board games"", ""Bed linens"", ""Microwave"", ""Essentials"", ""Freezer"", ""Elevator"", ""Iron"", ""Building staff"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Smoke alarm"", ""Long term stays allowed"", ""First aid kit"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking off premises"", ""Ethernet connection"", ""Conditioner"", ""Books and reading material""]",$160.00,4,365,0,0,0,55,1,1,0,2023-07-27,2023-07-27,4.0,4.0,4.0,5.0,5.0,4.0,4.0,t,32,30,2,0,0.13
685201600879000230,Modern Cosy Studio on Shepherds Bush Green,"Minutes from Westfield and Holland Park, experience London's comfort in our modern studios at Shepherds Bush Green Serviced Apartments. Perfect for any length of stay, these apartments offer an affordable and pleasant home away from home in London for singles, couples and travellers on any budget. These contemporary, clean spaces feature hardwood floors and central heating for a cozy city stay","Uxbridge Road is a road that runs through Shephard’s Bush. It is also directly opposite Shephard’s Bush Green making it a London gem with access to a public park where you can exercise or sit for a coffee and people watch. Cosmopolitan, edgy and vibrant are just a few of the words to describe Shepherd’s Bush. <br /><br />For a start, it is a cultural hotspot with Bush Hall and Bush Theatre around the corner, both are home to award winning works and writing. It is also a shopper’s haven with the famous Westfield Shopping Centre as well as the old street market selling fresh fruit and vegetables as well as vintage finds. <br /><br />You can find bites from around the world with shops and restaurants ranging from Syrian, Polish, Caribbean and Somali cuisine. An extra bonus is that all these places are reasonably priced. Shepherd’s Bush is a living embodiment of London as a melting pot of different cultures and nationalities living side by side in the city. The beauty of this area lies in ",124359784,host_160,2017-04-05,f,Hammersmith and Fulham,51.50385,-0.22323,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Room-darkening shades"", ""Shampoo"", ""Mini fridge"", ""Wifi"", ""Paid dryer \u2013 In building"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""TV"", ""Clothing storage"", ""Stove"", ""Wine glasses"", ""Body soap"", ""Bed linens"", ""Single level home"", ""Microwave"", ""Portable fans"", ""Lockbox"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Iron"", ""Hangers"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Coffee"", ""Smoke alarm"", ""Long term stays allowed"", ""Hair dryer""]",$105.00,3,365,20,33,53,241,15,7,1,2022-09-09,2024-02-24,4.6,4.87,4.8,4.87,4.6,4.53,4.53,t,117,117,0,0,0.81
683327646779062067,A+ Location Studio in the heart of Camden,"Enjoy a true London experience at this centrally located flat. <br /><br />From the exciting amenities of Camden Town or tranquillity of regent  park, return to a stylish space filled with natural light. <br /><br />Particularly spacious and central, the studio apartment is serviced by a management company offering hotel-like services including towels, bed, sheets, toilet products, plenty of storage, and high standards for cleanness.",Not provided,470649742,host_351,2022-07-20,f,Camden,51.5359,-0.13961,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Shampoo"", ""Wifi"", ""Cleaning products"", ""Fire extinguisher"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""Paid parking on premises"", ""Shower gel"", ""TV"", ""Central heating"", ""Lockbox"", ""Essentials"", ""Washer"", ""Iron"", ""Portable heater"", ""Smoke alarm"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Hair dryer""]",$135.00,2,1125,10,10,10,10,15,5,1,2022-08-07,2024-03-01,3.93,4.4,4.33,4.53,4.73,4.6,4.0,t,2,2,0,0,0.76
